Niveau 1,Niveau 2,Niveau 3,Niveau 4
"MINISTÈRE DE LA MICROFINANCE, DE L’ECONOMIE SOCIALE ET SOLIDAIRE",Autres administrations ,,Agence des Travaux et de Gestion des Routes
"MINISTÈRE DE LA MICROFINANCE, DE L’ECONOMIE SOCIALE ET SOLIDAIRE",Autres administrations ,,Agence de Construction des Bâtiments et édifices publics
"MINISTÈRE DE LA MICROFINANCE, DE L’ECONOMIE SOCIALE ET SOLIDAIRE",Autres administrations ,,Programme de Modernisation des Villes
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Cabinet et services rattachés ,,Inspection interne
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Cabinet et services rattachés ,,Cellule des statistiques et données
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Cabinet et services rattachés ,,"Bureau de la Communication, des Archives et de la Documentation"
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Cabinet et services rattachés ,,Bureau de l’Architecture et des monuments historiques
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Cabinet et services rattachés ,,Service des Relations publiques et de la Documentation
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Secrétariat général et services rattachés ,,Cellule de passation des Marchés publics
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Secrétariat général et services rattachés ,,Cellule des Affaires juridiques
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Secrétariat général et services rattachés ,,Cellule l'Informatique
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Secrétariat général et services rattachés ,,"Cellule des études, de la planification et du suivi-évaluation"
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Secrétariat général et services rattachés ,,Cellule du Genre et de l'Equité
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Secrétariat général et services rattachés ,,Bureau des archives et de la Documentation
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Secrétariat général et services rattachés ,,Bureau du Courrier commun
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction du Patrimoine culturel
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction des Arts
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction du Livre et de la Promotion de la Lecture
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction de la Cinématographie et de l’Audiovisuel
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction de la Promotion touristique
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction de la Réglementation touristique
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction de l'Artisanat
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction de l'Encadrement et de la transformation des entreprises informelles
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction des Statistiques et de la productivité du Capital humain
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Directions ,Direction générale de la Culture,Direction de l’Administration générale et de l’Equipement
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Autres administrations :Ecole nationale de Formation hôtelière et touristique,,Agence Sénégalaise de Promotion Touristique
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Autres administrations :Ecole nationale de Formation hôtelière et touristique,,Agence pour la Promotion et le Développement de l'Artisanat
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Autres administrations :Ecole nationale de Formation hôtelière et touristique,,Centre de Formation artisanale de Dakar
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Autres administrations :Ecole nationale de Formation hôtelière et touristique,,Centre de Perfectionnement des artisans ruraux
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Autres administrations :Ecole nationale de Formation hôtelière et touristique,,Centre de Perfectionnement agricole et artisanal
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Autres administrations :Ecole nationale de Formation hôtelière et touristique,,Service des Spectacles Sons et Lumières
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",Autres administrations :Ecole nationale de Formation hôtelière et touristique,,Musée Boribana
PRESIDENCE DE LA REPUBLIQUE,,,Ecole nationale de Cybersécurité
PRIMATURE,,,Ecole nationale d’Administration
PRIMATURE,,,Centre de Formation judiciaire
PRIMATURE,,,Office national de recouvrement des avoirs criminels
PRIMATURE,,,Chambre des Notaires
MINISTÈRE DES FORCES ARMÉES,,,Office national des Anciens Combattants et Victimes de guerre
MINISTÈRE DES FORCES ARMÉES,,,Hôpital Principal de Dakar
"MINISTERE DE L'ÉNERGIE, DU PÉTROLE ET DES MINES",,,Institut national du Pétrole et du Gaz
"MINISTERE DE L'ÉNERGIE, DU PÉTROLE ET DES MINES",,,Service géologique national du Sénégal
MINISTÈRE DES FINANCES ET DU BUDGET,,,Ordre national des Experts comptables et comptables agréés
MINISTÈRE DES TRANSPORTS TERRESTRES ET AÉRIENS,,,Conseil exécutif des Transports urbains Durables
NUMERIQUE,,,Sénégal Connect Park
MINISTÈRE DE L’EDUCATION NATIONALE,,,Institut Islamique de Dakar
"MINISTÈRE DE L’AGRICULTURE, DE LA SOUVERAINETÉ ALIMENTAIRE ET DE",,,Institut sénégalais de Recherches agricoles
"MINISTÈRE DE L’AGRICULTURE, DE LA SOUVERAINETÉ ALIMENTAIRE ET DE",,,Institut national de Pédologie
"MINISTÈRE DE L’AGRICULTURE, DE LA SOUVERAINETÉ ALIMENTAIRE ET DE",,,Haras national de Kébémer
"MINISTÈRE DE L’AGRICULTURE, DE LA SOUVERAINETÉ ALIMENTAIRE ET DE",,,Office des Lacs et Cours d’eau
"MINISTÈRE DE L’AGRICULTURE, DE LA SOUVERAINETÉ ALIMENTAIRE ET DE",,,Office national de l’Assainissement du Sénégal
"MINISTÈRE DE L’AGRICULTURE, DE LA SOUVERAINETÉ ALIMENTAIRE ET DE",,,Office national des Forages ruraux
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier universitaire de Fann
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier national d’Enfants Albert Royer
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier national Abass NDAO
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier national de Pikine
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier national Matlaboul Fawzaïni de Touba
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier national Cheikh Ahmadoul Khadim de Touba
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier national Seydi El Hadji Malick SY de Tivaouane
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier national Henrich Lübke de Diourbel
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre Hospitalier national Dalal Jamm
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre national de Transfusion sanguine
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre national d’Appareillage Orthopédique
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre national d’Oncologie de Diamniadio
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier national d’Enfants de Diamniadio
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre national Psychiatrique de Thiaroye
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Service d’Assistance médicale d’Urgence (SAMU)
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional Ibrahima Abdoulaye Niasse de Kaolack
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional Amadou Sakhir Mbaye de Louga
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional Lieutenant-Colonel Mamadou Diouf de Saint-Louis
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional de Ziguinchor
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional de Kolda
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional de Tambacounda
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional Adja Marième FAYE SALL de Fatick
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional El Hadji Amadou Shakir Ndiéguène de Thiès
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional de Ourossogui
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional de Ndioum
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional Amath Dansokho de Kédougou
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional Thierno Birahim NDAO de Kaffrine
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier régional Amadou Tidiane BA de Sédhiou
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Centre hospitalier Thierno Mouhamadoul Mansour BARRO de Mbour
MINISTÈRE DE LA SANTE ET DE L’HYGIENE PUBLIQUE,,,Etablissement public de Santé de niveau 1 Institut d’Hygiène sociale
"MINISTÈRE DE LA FAMILLE, DE L’ACTION SOCIALE ET DES SOLIDARITES",,,Commissariat à la Sécurité alimentaire et à la Résilience
MINISTÈRE DE L’EMPLOI ET DE LA FORMATION PROFESSIONNELLE ET TECHNIQUE,,,Centre national de Qualification professionnelle
MINISTÈRE DE L’EMPLOI ET DE LA FORMATION PROFESSIONNELLE ET TECHNIQUE,,,Office national de Formation professionnelle
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Centre des Œuvres universitaires de Dakar
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Centre régional des Œuvres universitaires de Saint-Louis
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Centre régional des Œuvres universitaires sociales de Bambey
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Centre régional des Œuvres universitaires sociales de Ziguinchor
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Centre régional des Œuvres universitaires sociales de Thiès
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Centre Régional des Œuvres universitaires sociales de Diamniadio
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Centre régional des Œuvres universitaires sociales du Sine saloum
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Institut sénégalo – britannique d’Enseignement de l’Anglais
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Institut supérieur d’Enseignement professionnel de Matam
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Institut supérieur d’Enseignement professionnel Amadou TRAWARE de
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Institut supérieur d’Enseignement professionnel de Bignona
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Institut supérieur d’Enseignement professionnel de Richard-Toll
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Institut supérieur d’Enseignement professionnel Abdoulaye LY de Thiès
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,Centre national de Recherche scientifique
"MINISTÈRE DE L’ENSEIGNEMENT SUPÉRIEUR, DE LA RECHERCHE ET DE",,,l’Innovation
"MINISTÈRE DE L’URBANISME, DES COLLECTIVITÉS TERRITORIALES ET DE",,,Centre national de la Fonction publique locale et de la Formation
MINISTÈRE DE L’INDUSTRIE ET DU COMMERCE,,,Institut de Technologie Alimentaire
MINISTÈRE DE L’INDUSTRIE ET DU COMMERCE,,,Fondation Trade Point Sénégal
MINISTÈRE DE L’INDUSTRIE ET DU COMMERCE,,,Bourse nationale de Sous-traitance et de Partenariat du Sénégal
MINISTÈRE DES PÊCHES ET DE L’ECONOMIE MARITIME,,,Conseil sénégalais des Chargeurs
MINISTERE DE LA JEUNESSE ET DES SPORTS,,,Office de Gestion des Infrastructures sportives
MINISTERE DES INFRASTRUCTURES,,,Fonds d’Entretien Routier Autonome
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",,,Fonds de développement des Cultures Urbaines et des Industries créatives
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",,,Chambres des métiers
PRESIDENCE DE LA REPUBLIQUE,,,Agence pour la Promotion des Investissements et des Grands Travaux
PRESIDENCE DE LA REPUBLIQUE,,,Société nationale de Gestion et d’Exploitation du Patrimoine bâti de l’État
PRESIDENCE DE LA REPUBLIQUE,,,Fonds Souverain d’Investissements stratégiques
PRESIDENCE DE LA REPUBLIQUE,,Société de Gestion des Infrastructures publiques dans les Pôles Urbains de,Diamniadio et du Lac Rose (SOGIP SA)
"MINISTÈRE DE L'ÉNERGIE, DU PÉTROLE ET DES MINES",,,Société des Mines du Sénégal (SOMISEN SA)
MINISTERE DES FINANCES ET DU BUDGET,,,Fonds de Garantie automobile
MINISTERE DES FINANCES ET DU BUDGET,,,Loterie nationale du Sénégal
MINISTERE DES FINANCES ET DU BUDGET,,,Air Sénégal S.A
MINISTERE DES FINANCES ET DU BUDGET,,,Société Anonyme Aéroport International Blaise Diagne
MINISTERE DES FINANCES ET DU BUDGET,,,Agence pour la Sécurité de la Navigation aérienne en Afrique et à Madagascar
NUMÉRIQUE,,,Société nationale Agence de Presse Sénégalaise
NUMÉRIQUE,,,Société nationale « Sénégal numérique SA »
"MINISTÈRE DE L’AGRICULTURE, DE LA SOUVERAINETÉ ALIMENTAIRE ET DE",,,Agence nationale du Conseil agricole et rural
MINISTÈRE DE L’HYDRAULIQUE ET DE L’ASSAINISSEMENT,,,Organisation pour la Mise en Valeur du Fleuve Gambie
MINISTÈRE DE L’HYDRAULIQUE ET DE L’ASSAINISSEMENT,,,Centre international du Commerce extérieur du Sénégal
MINISTÈRE DE L’HYDRAULIQUE ET DE L’ASSAINISSEMENT,,,Société d’Exploitation du Marché d’intérêt national et de la Gare des Gros porteurs
MINISTÈRE DES PÊCHES ET DE L’ECONOMIE MARITIME,,,Consortium Sénégalais d’activités maritimes
MINISTÈRE DE L’ENVIRONNEMENT ET DE LA TRANSITION ECOLOGIQUE,,,Société Nationale de Gestion Intégrée des Déchets (SONAGED S.A.)
"MINISTÈRE DE L’URBANISME, DES COLLECTIVITÉS TERRITORIALES ET DE",,,Société d’Aménagement foncier et de Rénovation urbaine (SAFRU)
"MINISTERE DE LA CULTURE, DE L’ARTISANAT ET DU TOURISME",,,Sénégal
